Date,Message
2024-12-02 09:59:45+00:00,"**Чем белковые «пп» десерты обычно отличаются от традиционных:
**
**Овсянка** (вместо пшеничной муки): больше клетчатки, витаминов, ниже гликемический индекс, дольше сохраняет чувство сытости.
**Сахзам** (вместо сахара): удобно, если хотите снизить калорийность и избежать скачков сахара в крови
**Количество масла** (и его источник): регулируешь калорийность, в каких-то случаях питательнее


А еще в такие десерты часто добавляют:
**Фрукты, ягоды**: витамины, антиоксиданты (и клевый вкусовой элемент)
**Орехи**: полезные жиры и минералы (и даже немного белка)
**Семена**: клетчкатка, омега-3 и микроэлементы
**Протеиновый порошок**: больше белка -> чувства сытости

Нет ничего хорошего/плохого, что готовить и есть решать вам🤙🏻

Пока из того, что делаю часто: 
[Protein pancakes](https://youtube.com/shorts/6En41IXZlDQ?si=Py_Ba2YYsoM5o23Y)
[Protein microwave mug cake](https://www.instagram.com/reel/C_ntEOvI7vh/?igsh=aXNnZHA0bm4wNzE1)"
2024-11-27 14:31:12+00:00,
2024-11-27 14:31:12+00:00,
2024-11-27 14:31:11+00:00,
2024-11-27 14:31:11+00:00,
2024-11-27 14:31:11+00:00,
2024-11-27 14:31:11+00:00,
2024-11-27 14:31:11+00:00,
2024-11-27 14:31:11+00:00,"**Про ментальные бенефиты спорта**

Плюсов активного лайфстайла ОЧЕНЬ много. Но то, что вы, наверное, заметите раньше всего и что __заметно улучшит качество жизни__, — это ментальные плюшки спорта.
Это снижение тревожности, развитие дисциплины (которая, кстати, потом распространяется на другие сферы жизни), и бешеная уверенность в себе.
Физическая активность буквально __стимулирует выброс эндорфинов__ (и не только!). Ты просто не можешь думать, что ты лошара, если знаешь, что достаточно дисциплинирован, чтобы ходить в зал и следить за собой. 

Поэтому, пупсы, зову вас всех в зaал! 🏃🏻‍♀️ (или на турники, на поле, на корт, в бассейн — выбирайте сами)"
2024-11-24 16:37:59+00:00,
2024-11-24 16:37:59+00:00,
2024-11-24 16:37:59+00:00,
2024-11-24 16:37:59+00:00,
2024-11-24 16:37:59+00:00,
2024-11-24 16:37:59+00:00,"**Белковый тирамису (и не только)**
Любимый десерт этого месяца! Я использовала готовое печенье савоярди (у нас на кухне нет духовки), но можно приготовить свои (скорее всего будет менее калорийно).

Крем:
-Греческий йогурт 
-Творожный сыр
-Рикотта
-Любимый протеин (я пробовала ваниль и карамель)
Греческий йогурт является основой, но пропорции устанавливайте сами в зависимости от гибкости в кбжу (я сыра добавила совсем немного).

Макаем печенье в кофе (во что хотите, если честно), и чередуем слои печенья и крема. Добавляйте, что нравится (орехи, фрукты, корицу, какао), я делала декаф версию с орзо, тоже топ!
Просыпаться намного приятнее, когда знаешь, что в холодильнике белковый десертик! Пробуйтее💞"
2024-11-09 16:33:08+00:00,"**Bulk review (фотки выше)
**
В связи с очередным заказом, решила написать о том, что уже пробовала.
Я протеин не пью с водой/молоком, просто потому что мне так не нравится (а еще балковский протеин плохо размешивается). Вместо этого, добавляю его во всевозможные десерты. 

Итак, [pure whey protein.](https://www.bulk.com/it/products/proteine-del-siero-del-latte-it/bpb-wpc8-0000?_gl=1*17yxqx2*_up*MQ..&gclid=Cj0KCQiArby5BhCDARIsAIJvjIRMiUm4Ofj12E9adOTohGqE6x5-PaBVg0FrPLljNg7Ltf-fjpYjEV4aAlZkEALw_wcB) Они по кбжу все примерно одинаковые, чекайте на [сайте.](https://www.bulk.com/it/?utm_source=google&utm_medium=cpc&utm_id=817719344&gad_source=1&gclid=Cj0KCQiArby5BhCDARIsAIJvjIRMiUm4Ofj12E9adOTohGqE6x5-PaBVg0FrPLljNg7Ltf-fjpYjEV4aAlZkEALw_wcB)

Vanilla - обожаю, 10/10, не надоедает, возможно слишком сладкий, но я добавляю в десерты, поэтому это плюс

Raspberry - однозначно лайк, не сильно искусственный химозный вкус, как обычно бывает с ягодными вкусами 

Chocolate cookies - мне вообще не зашел, сладкий, при этом ни шоколад ни печенье, хотя его часто советовали в интернете 

Unflavored - топ, дефолтный молочный вкус, но не overwhelming как от «первого русского»; добавляю не только в десерты; взяла, чтобы мешать с другими приторными версиями

Soy protein isolate - мой первый веганский прот; окээй, но я все-таки привыкла к сывороточному

Brown rice protein - дислайк, я хз как его пить и юзать; он больше savory, в десерты не добавишь, я его не закончила и отдала, -100/10 (а еще говорят it may have high levels of arsenic, на сайте балка сертификата качества я не нашла, тут придется просто довериться что в uk высокие стандарты продакшна)

[Crunchy peanut butter](https://www.bulk.com/it/products/burro-di-arachidi-1kg/bpf-pbut?view=ppc&o=MTc4LTEwNiwxNzktMjU=&utm_source=google&utm_medium=cpc&utm_id=20526825311&gad_source=1&gclid=Cj0KCQiArby5BhCDARIsAIJvjIRvHNxT92Q2Rtc0JliH6JXWblYF__qMnW06v1LlFQkUz8H2fPnM3O0aApoREALw_wcB) - обожаю, состав 100% арахис 

[Chia seeds&flaxseed powder](https://www.bulk.com/uk/products/chia-seeds/bpf-chia) - топ, особенно цена за такой добротный мешок чиа"
2024-11-09 16:32:50+00:00,
2024-11-09 16:32:50+00:00,
2024-11-09 16:32:50+00:00,
2024-11-09 16:32:50+00:00,
2024-11-09 16:32:50+00:00,
2024-11-09 16:32:50+00:00,
2024-11-09 16:32:50+00:00,
2024-11-09 16:32:50+00:00,
2024-11-09 16:32:50+00:00,
2024-11-09 16:32:50+00:00,
2024-11-03 10:53:06+00:00,
2024-11-03 10:53:06+00:00,
2024-11-03 10:53:06+00:00,
2024-11-03 10:53:06+00:00,
2024-11-03 10:53:06+00:00,
2024-11-03 10:53:06+00:00,
2024-11-03 10:53:06+00:00,
2024-11-03 10:53:06+00:00,
2024-11-03 10:53:06+00:00,
2024-11-03 10:53:06+00:00,"**Еда и спорт последнего месяца**

Питание, физическая активность и сон в последнее время – это полный рандом. Много ивентов (да, у меня есть друзья), посиделок, спонтанных планов, нерегулярные часы сна и приёма пищи; ем в основном в столовых и кафе, иногда пропускаю завтраки.

Я переросла момент, когда бы переживала из-за этого, потому что чувствую себя здоровой, сильной и hot af🙂‍↕️✌🏼

Мне удается чувствовать себя так, потому что в среднем я:
      - получаю нужные мне 7-8 часов сна
      - добираю свою норму белка и клетчатки
      - делаю 16,000 шагов (среднее за месяц)

Поэтому, если вы до сих пор корите себя за отклонения от диеты или пропущенные тренировки, расслабьтесь!
Жизнь намного больше, чем цифры на весах и ваш план тренировок. 

Главное — придерживаться основных принципов зож: **больше движения, меньше стресса, достаточное количество питательной еды и качественного сна💓**"
2024-10-29 17:00:05+00:00,
2024-10-29 17:00:05+00:00,
2024-10-29 17:00:05+00:00,
2024-10-29 17:00:05+00:00,
2024-10-29 17:00:04+00:00,
2024-10-29 17:00:04+00:00,"**Даю вам сопереживающий взгляд/мысленную пощечину (в зависимости от типа личности) каждый раз, когда слышу от вас (ч.2):**

-Уже неделю питаюсь хорошо, до сих пор не вижу результата

-Уже неделю хожу в зал, не вижу результата

-Да мне не нужно тренировать верх, я только низ хочу

-Да я не разминаюсь перед тренировкой, нет времени

-Я же поела салатик, теперь можно и фри, для✨баланса✨



Возможно как-нибудь подробнее распишу свой имхо с комментами умных людей вокруг всех этих фраз"
2024-10-21 09:35:13+00:00,
2024-10-16 15:16:38+00:00,"Я буквально одержима этими салатами, поэтому никаких домашних рецептов пока нет.
Спасибо универу за обеды💘

Как я писала в прошлом посте, такие салаты приготовить на самом деле легче, чем кажется. Накупил ингредиентов и миксуешь по кайфу.

Конкретно эти милы на фото высококалорийные (потому что у нас в кантине к ним дают кусок пирога и пасту). Кроме этого, они не супер белковые, но дома я бы добавила сверху банку тунца или курицы😮‍💨 

В общем пробуйтее, комбинация курица+томаты+фета+карамелизированный лук лучшее, что может случиться в вашей тарелке!!!

П.с любимые кафе по карте - cantina, sapuri, naviglio, stella d’asia"
2024-10-16 15:16:37+00:00,
2024-10-16 15:16:37+00:00,
2024-10-16 15:16:37+00:00,
2024-10-16 15:16:37+00:00,
2024-10-16 15:16:37+00:00,
2024-10-16 15:16:37+00:00,
2024-10-16 15:16:37+00:00,
2024-10-16 15:16:37+00:00,
2024-10-16 15:16:37+00:00,
2024-10-10 13:21:26+00:00,
2024-10-10 13:21:26+00:00,
2024-10-10 13:21:26+00:00,
2024-10-10 13:21:26+00:00,
2024-10-10 13:21:26+00:00,
2024-10-10 13:21:26+00:00,
2024-10-10 13:21:26+00:00,
2024-10-10 13:21:25+00:00,
2024-10-10 13:21:25+00:00,
2024-10-10 13:21:25+00:00,"**Isn’t gym boring?

**It kinda is, yeah. Были бы у меня ресурсы, я бы занималась чирлидингом/акробатикой (всегда хотела уметь делать сальто и все такое), теннисом, плаванием, волейболом, борьбой, попробовала бы себя в поул дэнсинге, серфинге и много чем еще. 

Начала ходить в зал, потому что это самый **доступный и cost-efficient way of getting in shape**. Со временем начала реально кайфовать от тренировок; от того, что становлюсь сильнее, выносливее и увереннее; но это не для всех и я понимаю. 

Возможно, когда-нибудь мне это тоже надоест и надеюсь тогда у меня будет возможность заниматься чем-то из списка выше.
В инстаграме я подписана на йогистов, акробатов, танцоров, джим рэтов, калистеникс гайз, марафонцев; ловлю вдохновение с каждого из них. **Я ни сколько за джим, сколько за движение в целом, активный лайстайл и развитие своего физического потенциала.** Поэтому нет чего-то правильного/хорошего одного, __есть только то, что вы делаете и не делаете.__"
2024-09-27 14:58:16+00:00,
2024-09-27 14:58:16+00:00,
2024-09-27 14:58:16+00:00,
2024-09-27 14:58:16+00:00,
2024-09-27 14:58:16+00:00,
2024-09-27 14:58:16+00:00,
2024-09-27 14:58:16+00:00,
2024-09-27 14:58:16+00:00,"**☕️Snacks lately 
**
**Пампкин спайс латте 
**Эспрессо, тыква, корица, сушеный имбирь, подсластитель, молоко - обожаю! **
Тыквенный творожник**
Тыква, яйца, творог, сметана, подсластитель (база)**
Домашний лимонад
**Малина, апельсин, лимон, газированная вода, подсластитель **
Протеиновый хлеб
**Рецепт** **[вот](https://www.instagram.com/reel/C8cdfGHNqMC/?igsh=MWxkamsweGh4dXp2Mw==) 
Моя любимая находка за последнее время, реально как хлеб,** **просто бжу баще**
Протеиновые мини-синнабончики
**Начинка из корицы, банана и подсластителя получилась найс (но в след раз тесто сделаю на основе предыдущего рецепта)

А еще я делала наполеон друзьям из слоеного теста и заварного крема (смешала с творожным). Такие десерты я делаю тоже (но обычно когда есть кому, потому что сама отношусь к ним ровно).

А еще я снова в Италии, поэтому будет джим контент!💪🏻"
2024-09-23 13:13:42+00:00,
2024-09-23 13:13:42+00:00,
2024-09-23 13:13:42+00:00,
2024-09-23 13:13:42+00:00,"**Зачем и как** **делать салаты/боулы дома?🥙**

-легко (никаких скиллов/техники не требует, пожарил/запек и нарезал)

-кастомайзбл (правил нет; кладешь то, что прикалывает тебя; пробуешь разные комбинации и смотришь, что заходит тебе)

-супер сбалансированно (протеин, клетчатка, полезные жиры, углеводы)

Конкретно наш вчерашний был такой:

**База **- руккола (но можете салат айсберг или крупу)
**Протеин** - курица, фасоль и фета (но можете закинуть любые бобовые, мясо и сыр)
**Овощи** - помидоры черри, тыква, цветная капуста (сначала положила огурец, который мне вообще не зашел, поэтому теперь делаю без него)
**Заправка** - было бы топ использовать хумус, но клевой альтернативой вчера была кабачковая икра (или можно сделать заправку на базе масла)
**Экстра** - маринованный красный лук (можно добавить семена и орехи if you’re feeling fancy)"
2024-09-21 08:14:49+00:00,
2024-09-21 08:14:49+00:00,
2024-09-21 08:14:49+00:00,
2024-09-21 08:14:49+00:00,
2024-09-21 08:14:49+00:00,
2024-09-21 08:14:49+00:00,
2024-09-21 08:14:49+00:00,
2024-09-21 08:14:49+00:00,
2024-09-21 08:14:49+00:00,"**Сходила сегодня на открытие новой йога-студии «Воздух»! 
**Внутри идеально чисто, уютно, красиво, персонал приятный.

Сходила на две тренировки: power-пилатес и аэро-фитнес. На первое пошла, чтобы узнать больше про направление, научиться чему-то новому, подсмотреть новые упражнения. Я там была одна, поэтому занятие было индивидуальным. От тренера чувствовался «это вам не железо» attitude, хотя её упражнения давались мне легче. Про «ложите», «должно простреливать в спине» (что?) я вообще молчу. Какие-то отступления про подбородок и балерин мне показались, как минимум, irrelevant; как максимум, scientifically inaccurate.

Аэро-фитнес был ок, но там тоже были сомнения насчёт квалификации тренера. По-хорошему, **они перед началом курса должны представиться** и рассказать, где они учились/чем занимались (или спросить самим, что сделать я забыла).

За ту же цену, мне кажется, лучше купить абонемент в тот же Invictus, unless вам очень нравятся именно групповые тренировки."
2024-09-20 05:14:10+00:00,
2024-09-20 05:14:10+00:00,
2024-09-20 05:14:10+00:00,
2024-09-20 05:14:10+00:00,
2024-09-20 05:14:10+00:00,"Обожаю кз за такие площадки в каждом дворе. Все, что нужно это немного времени и мат (и то второе по желанию). До отъезда в Италию я пока буду без абонемента в зал, поэтому будет больше йоги, бега, калистеники и стретчинга! 
Питание в основном состоит из беша и домашней еды, кайфую пока могу💞 

П.с у меня так много всего анпостед в заметках и галерее, не хочу спамить, но и поболтать хочется🥲"
2024-09-07 12:55:28+00:00,
2024-09-07 12:55:28+00:00,
2024-09-07 12:55:28+00:00,"В местном джиме тренера нет и по сути это игровая площадка для школьников (только в разы опаснее), которые флексят весами на штангах. **Если у вас есть мелкие, которые только начинают ходить в зал, говорите им, что железо – это не игрушка.** Травмы случаются легче, чем многие думают. Приоритизируйте правильную технику — случайная травма может привести к вынужденному перерыву, который сведет на нет весь ваш прогресс (или, что еще хуже, к хронической травме). 


Имхо, лучше заниматься каким-то спортом, там и тренер, и дисциплина, и скиллы. Если не это, то начинать с калистеники - мобильность, контроль тела, сила, и минимальные риски💪🏻"
2024-09-04 13:48:20+00:00,"**Про переедание/биндж итинг**

Иногда это случается (у всех) и это окей. Но если это случается слишком часто (у меня было из-за дефицита других источников дофамина, но у кого-то может быть из-за стресса, грусти или скуки), то вещи, которые стоит попробовать:

**Перестать есть с телефоном**
С тиктоками и сериалами легко пропустить момент насыщения.

**Питаться сбалансированно**
Приоритизация белка и овощей. Объесться здоровой едой просто сложнее, чем печеньками. Белок имеет высокую степень насыщения, я стараюсь собирать блюда вокруг него. Набрать 500 калорий лэйсом несложно, попробуйте сделать это морковкой. Но не перестарайтесь, пожалуйста (я огромный хэйтер диет).

**Есть медленнее и осознаннее**
Жевать еду адамша, чувствовать вкус, текстуру, не спешить (по приколу можете представить, что вы в фильме каком-то, романтизировать ужины).

**Использовать порционные тарелки**
Когда живешь один и лень мыть экстра посуду, для некоторых тарелки становятся optional. Есть с общих контейнеров и сковородок может привести к незнанию своей нормы/порции. Особенно аккуратно со снэками которые уже идут в упаковках - так легко незаметно закончить целую пачку (хотя обычно она рассчитана на несколько раз). 

И не корите себя за еду, не сравнивайте свои порции с другими, еда это не награда и не наказание. Ешьте, кайфуйте, занимайтесь и все будет тип топ💘"
2024-08-27 08:43:03+00:00,
2024-08-27 08:43:03+00:00,
2024-08-27 08:43:03+00:00,
2024-08-27 08:43:03+00:00,
2024-08-27 08:43:03+00:00,"Рандомные рекомендации

Какие продукты (не) брать в супермаркете🤘🏻"
2024-08-25 13:24:24+00:00,
2024-08-25 13:24:24+00:00,
2024-08-25 13:24:24+00:00,
2024-08-25 13:24:24+00:00,
2024-08-25 13:24:24+00:00,"**Как есть овощи🍅**

Аввв, так рада, что наконец попробовала сделать этот соус! 

Легко, бюджетно, не требует особых скиллов. Овощи жарим(я варила) и блендерим (специи, масло, сливки по вкусу). Я сделала в нем пасту и горох, но можно с чем-угодно.

Единственный минус: если вы такой же неаккуратный чел, как я, все будет в этом соусе - плита, стены, пол, вы…

Инспо [вот](https://vm.tiktok.com/ZMrcrjk4M/)💘"
2024-08-21 08:34:01+00:00,
2024-08-21 08:34:01+00:00,
2024-08-21 08:34:00+00:00,
2024-08-21 08:34:00+00:00,
2024-08-21 08:34:00+00:00,
2024-08-21 08:34:00+00:00,
2024-08-21 08:34:00+00:00,"Наши завтраки выглядят примерно вот так

Понимаете да почему мне не заходят итальянские завтраки. Круассан с кофе как завтрак для меня просто шутка какая-то😝

А сейчас побежала качать ноги🤘🏻"
2024-08-20 11:07:39+00:00,"**Гранола 2.0
**

Сухая база: овсянка 

Жидкая база: взбитый белок, банан, что-то жирное (я добавила ложку домашнего каймака, можно арахисовую пасту или любое масло)

По желанию: любые орехи, семена, специи, мёд, протеин

[Эта](https://t.me/yavgym/60) гранола тоже топ, но она менее калорийная и не такая протеиновая"
2024-08-20 11:07:39+00:00,
2024-08-20 11:07:39+00:00,
2024-08-20 11:07:39+00:00,
2024-08-20 11:07:39+00:00,
2024-08-19 10:34:01+00:00,August challenge: you do 10 push ups every time you see a toy/uzatu/engagement announcement story on your insta
2024-08-19 04:18:07+00:00,
2024-08-19 04:18:06+00:00,
2024-08-19 04:18:06+00:00,
2024-08-19 04:18:06+00:00,
2024-08-19 04:18:06+00:00,
2024-08-19 04:18:06+00:00,
2024-08-19 04:18:06+00:00,
2024-08-19 04:18:06+00:00,
2024-08-19 04:18:06+00:00,
2024-08-19 04:18:06+00:00,"**Про инвиктус гоу**
Цена 18к/месяц (+первый взнос 17к). Имхо стоит того. Особенно если найдете __хорошую__(просторную, с несколькими секциями/комнатами, с достаточным количеством нужных машин) точку в вашем районе. Та, в которую хожу я, имеет **зону для кардио**; **тренажерный зал **с хорошим выбором машин; комнату для **групповых тренировок** (йога, стретчинг, хай хилс); комнату для **бокса и кардио** тренировок; зону для **сайклинга** и комнату для **растяжки**. Ладно, в последней я обычно фоткаюсь, для меня это поузинг рум (а тогда почему там такое хорошее освещение? и никогда не бывает людей? а??) 
В самом джиме людей не много, особенно в будние дни в обед🙂‍↕️(не знаю где работают люди, которые занимаются с нами в эти часы). 

**Йога**
Её ведет чел, который будто реально преисполнился, он примерно прям с тибета в инвиктус пришел в шлепках пешком. Ведет немного монотонно, гайдит на автомате, но это ок, учитывая что эти классы часть ежемесячной подписки. Правда когда он увидел, что я умею делать «мостик» с позиции стоя, сказал сделать так 5 раз; когда я сделала на ок, сказал сделать еще 5. И так дошло до хэндстендов, пока другие просто сидели и смотрели.


**Стретчинг и хайхилс**
Прикрепила часть рутины к посту, девушка огонь, мне понравилось попробовать что-то новое (ладно, если кто помнит я ходила на хайхилс в прошлом по 1фит). Но стретчинг она вела тоже на автомате. Поняла, что в целом не сильно одеревенела без йоги🤟🏼

Остальное (кардио, сайклинг и бокс) тоже планирую прочекать в ближайшее время🙂‍↕️🤩"
2024-08-14 18:55:54+00:00,
2024-08-14 18:55:54+00:00,
2024-08-14 18:55:54+00:00,"На ночь глядя захотелось что-то испечь
Выбор пал на пп ватрушки на основе этого рецепта https://www.instagram.com/reel/C6NxBzfoXxM/?igsh=bmdoZ2hxbGdtMm4x 
(Но я добавила протеин и в тесто и начинку)

На вкус как творог с творогом, но как #1 фанат творога, мне зашло😅
А макросы какие😮‍💨"
2024-08-12 07:35:06+00:00,
2024-08-12 07:35:06+00:00,
2024-08-12 07:35:06+00:00,
2024-08-12 07:35:06+00:00,
2024-08-12 07:35:06+00:00,
2024-08-12 07:35:06+00:00,
2024-08-12 07:35:06+00:00,
2024-08-12 07:35:06+00:00,
2024-08-12 07:35:06+00:00,"Закупы и еда🥦

-Обожаю **ягоды** **и фрукты**, а еще цены на многие из них сейчас

-Готовлю то, что и все (с упором на __белок и клетчатку__)

-Покупка брокколи и зелени в Аст легче (и выгоднее), чем в Акт (но 🍠 так и не нашла☹️)

-Базой салатов на фото может быть любая **зелень** 

-Советую разнообразить вашу полку **круп**: гречка(акшаларын болса - зеленая), полба, кускус, булгур, киноа(in this economy? Ik ik). Ничего плохого в рисе нет, зато есть много хорошего в вышеперечисленном. 

-Сегодня делаю [хрустящий снэк с канала](https://t.me/yavgym/44) (поэтому и замоченный нут на фоне)

-**Орехи** моя слабость, продам Салму за мешок фисташек и орехов макадамия(dont worry he understands)"
2024-08-07 03:55:41+00:00,
2024-08-07 03:55:41+00:00,"My fav way of getting enough greens in my diet - smoothies!🥬

В этом случае половина банана, шпинат, ванильный протеин и семена чиа (последние два по желанию)

Если хотите посытнее/жирнее - юзайте молоко/йогурт/кефир"
2024-08-02 10:08:09+00:00,
2024-08-02 10:08:09+00:00,
2024-08-02 10:08:09+00:00,
2024-08-02 10:08:09+00:00,
2024-08-02 10:08:09+00:00,"Еду скоро в свою любимую Астанушечку! наконец буду самостоятельно закупаться продуктами, готовить свои анаболик блюда(и постить здесь) и тренить с любимым джим бадди💖 Excited!!!🤩

А пока вот вам фоточки с последних тренировок!"
2024-07-28 18:46:23+00:00,
2024-07-28 18:46:23+00:00,"**Суши в кз/ит
**Ем и кайфую с обоих вариантов💘 
Но наверное даже визуально заметно, что первое в несколько раз калорийнее, причем в основном за счет жиров и углеводов. **
**(Не говорю что второго нет в кз, просто не так распространено имо)
**
Average sushi set in kz vs italy**
Proof that things can be equally tasty one being 3x more calorie dense than the other one"
2024-07-27 13:00:57+00:00,
2024-07-27 13:00:57+00:00,
2024-07-27 13:00:57+00:00,
2024-07-27 13:00:57+00:00,
2024-07-27 13:00:57+00:00,
2024-07-27 13:00:57+00:00,"Одна из немногих констант моей жизни это мои тренировки. Если уезжаю отдыхать на пару дней, убиваю себя в джиме за день до отъезда🫡 если не получилось в джим, бегаю или занимаюсь йогой/калистеникой. Call me crazy but idc much (not as i used to at least) about the end result anymore i just enjoy torturing myself😚✌🏼

P.s. I wish i was this disciplined with my diet"
2024-07-18 12:44:51+00:00,
2024-07-17 11:47:07+00:00,"**Здоровое питание – это плыть против течения**

Когда я готовила себе сама, зожничать было **естественно, легко и в удовольствие**. Закупалась в основном овощами и белком; ела много свежей зелени; варила на пару или запекала; не ходила по определенным рядам в супермаркете. 

Последние две недели я или дома, или кочую по родственникам. And oh boy, the struggle is real. Вредные пищевые привычки буквально форсятся на тебя. **Обычно ты ешь** **то, что видишь на столе**, а видят многие обычно бауырсаки, пироги и печенье столетней давности (или колбасу с сыром с составом не на человеческом языке). + наша кухня не славится разнообразием овощей, зелени и фруктов.

Окей, допустим, дома у тебя есть право голоса, ресурсы и желание готовить отдельно. Но поход в гости это тоже квест, трип к родственникам - тем более. Ты не хочешь утруждать людей или быть тем странным человеком за столом (социальный страггл заслуживает отдельного текста).

**Белый сахар в разных формах стал основой любого чайного стола, **а чаепития у нас длятся часами. Тебе приходится быть максимально селективным; выискивать овощи (а в Кз мы из этой группы знаем только помидоры, огурцы и максимум перец) из разных тарелок; не говоря уже о железной силе воли, которая нужна, чтобы не обжираться.

**Но такая еда все равно обычно лучше, чем то, на чем живут многие студенты. **Столовая еда часто углеводная, жирная, с низким содержанием клетчатки. Но даже это стилл лучше, чем всеми любимые донеры (в целом фаст-фуд) с высоким количеством вредных жиров. И роллтон на этом фоне уже кажется окей. 

Многие из нас не выбирали так есть. Подумайте о питательной ценности еды которая вас окружает вне дома: популярные снэки в дороге/трипах; любой стритфуд; что-угодно на фудкорте; перекусы в городе ночью (зато __мак__ об этом позаботился).

Поэтому, возможно, **ваши нездоровые пищевые привычки на самом деле не ваши. **Возможно, жареная картошечка с сосиской и кетчупом на ужин – это просто привычка/комфорт/удобство/незнание/отсутствие альтернатив. Чтобы почувствовать изменения, некоторым достаточно начать питаться __по-своему__. Вот такой вот душный (а может понимающе-обнадеживающий) постик, ребята."
2024-07-15 13:24:05+00:00,
2024-07-15 13:24:05+00:00,
2024-07-15 13:24:04+00:00,
2024-07-15 13:24:04+00:00,
2024-07-15 13:24:04+00:00,
2024-07-15 13:24:04+00:00,
2024-07-15 13:24:04+00:00,
2024-07-15 13:24:04+00:00,
2024-07-15 13:24:04+00:00,"Потребление красного мяса после приезда в кз 📈. На днях әжеме барып келдім. **Ягоды** с огорода любовь (**привет, антиоксиданты, клетчатка, витамины, микроэлементы**). Не пропускаю тренировки. Не ем достаточно овощей здесь; не могу найти брокколи, рукколу и батат в Хроме (ik I’m expecting too much from a town like that). А еще написала много душных букв, думаю постить или нет"
2024-07-06 03:56:31+00:00,
2024-07-06 03:56:31+00:00,
2024-07-06 03:56:31+00:00,
2024-07-06 03:56:31+00:00,
2024-07-06 03:56:31+00:00,"Какой крутой джим в Хромтау! все новое, людей нет, много пространства, наконец не надо контактировать с людьми. Попробовала вчера новые тренажеры, көреміз как пойдет. Никогда не осознавала какая нездоровая местная диета. __Not enough veggies,__ __like..it’s all sugar and simple carbs?__ А еще скучаю по выбору итальянских супермаркетов, где можно было найти протеиновую версию всего. Многие молочные продукты (кефир, греческий, творог) там были менее калорийные и высокобелковые. Nothing comes close to the fat free greek yogurt (58cal, 10prot) I got from lidl. Бiрақ қаймақ пен бешбармаққа да ештеңе жетпейд, so you gotta sacrifice smth ig"
2024-07-01 23:28:40+00:00,
2024-07-01 23:28:40+00:00,
2024-07-01 23:28:40+00:00,
2024-07-01 23:28:40+00:00,
2024-07-01 23:28:40+00:00,
2024-07-01 23:28:40+00:00,
2024-07-01 23:28:40+00:00,
2024-07-01 23:28:40+00:00,
2024-07-01 23:28:40+00:00,
2024-07-01 23:28:40+00:00,"Завтра я еду домой! Сдала все свои экзамены!
Life’s been so chaotic lately, i need some peace to recharge (ok now I realize how illogical it sounds as Im going from being alone in another country to living with my entire family)
Последний месяц почти совсем не готовила; бір күні фэнси тамақ жеп, келесі күні қайдагы жоқ снэк жеп, рандомно тамактанудан шаршадым тбх. У меня наконец будут человеческие продукты, домашние блюда и своевременные приемы пищи. Со спортом планирую так же, может даже возобновлю бег🤩"
2024-06-26 19:34:39+00:00,
2024-06-26 19:34:39+00:00,
2024-06-26 19:34:39+00:00,
2024-06-26 19:34:39+00:00,
2024-06-26 19:34:39+00:00,
2024-06-26 19:34:39+00:00,
2024-06-26 19:34:39+00:00,
2024-06-26 19:34:39+00:00,
2024-06-26 19:34:39+00:00,
